"MS.Zoning","Overall.Qual","Year.Built","Year.Remod.Add","Exter.Qual","Exter.Cond","Garage.Qual","Garage.Cond","Sale.Type","Sale.Condition","SalePrice"
"RL",4,1923,2008,"TA","TA","TA","TA","WD ","Normal",108000
"RL",5,1925,1950,"TA","TA",NA,NA,"WD ","Normal",98000
"RL",3,1914,1950,"TA","TA",NA,NA,"WD ","Normal",67000
"RL",5,1912,2000,"TA","Fa",NA,NA,"WD ","Normal",135900
"RH",6,1925,1950,"TA","TA","TA","TA","WD ","Normal",140000
"RL",5,1939,1997,"TA","TA","TA","TA","WD ","Normal",179500
"RL",6,1925,1950,"TA","TA","TA","TA","WD ","Normal",136500
"RL",7,1921,1950,"TA","TA","TA","TA","WD ","Normal",168000
"RH",5,1911,1950,"TA","TA",NA,NA,"WD ","Abnorml",130000
"RL",5,1921,1998,"TA","TA","TA","TA","WD ","Normal",189000
"RL",6,1930,1950,"TA","TA","TA","TA","WD ","Abnorml",161900
"RL",6,1926,1950,"TA","TA","TA","TA","WD ","Normal",145000
"RL",6,1922,1994,"TA","TA","TA","TA","WD ","Normal",191000
"RL",6,1915,1976,"TA","TA","TA","TA","WD ","Normal",177000
"RL",6,1914,1995,"TA","TA","TA","TA","WD ","Normal",147500
"RL",6,1930,1950,"TA","TA","Fa","TA","WD ","Normal",91000
"RL",8,1925,1997,"Gd","Gd","TA","TA","WD ","Normal",231000
"RL",6,1936,1950,"TA","TA","TA","TA","WD ","Normal",115000
"RL",6,1923,1950,"TA","TA","TA","TA","WD ","Normal",138000
"RL",7,1931,2000,"TA","Fa","TA","TA","WD ","Normal",149000
"RL",6,1934,1995,"TA","TA","TA","TA","WD ","Normal",188700
"RL",5,1937,1995,"TA","TA","TA","TA","WD ","Normal",198000
"RL",5,1938,1950,"TA","TA","TA","TA","WD ","Normal",110000
"RL",6,1951,1951,"TA","Fa","TA","TA","WD ","Normal",104000
"RL",8,1935,1950,"TA","TA","Fa","TA","WD ","Alloca",257076
"RL",8,1935,1997,"TA","Gd","TA","TA","WD ","Normal",381000
"RL",7,1939,2006,"Gd","Gd","TA","TA","WD ","Normal",311500
"RL",7,1950,2000,"TA","Gd","TA","TA","WD ","Normal",263400
"RL",5,1956,1956,"TA","TA","TA","TA","WD ","Normal",236500
"RL",6,1954,2006,"Gd","TA","TA","TA","WD ","Normal",224000
"RM",6,1980,1980,"TA","TA","TA","TA","WD ","Normal",116500
"RM",6,1980,1980,"TA","Gd","TA","TA","COD","Normal",151000
"RM",6,1926,1998,"TA","Gd","TA","TA","WD ","Normal",126000
"RM",6,1940,2006,"TA","TA","TA","TA","WD ","Normal",120000
"RM",4,1922,1950,"TA","TA",NA,NA,"WD ","Normal",55000
"RM",6,1930,2007,"Gd","Gd","TA","TA","WD ","Normal",120500
"RM",5,1940,1955,"TA","TA","Ex","Ex","WD ","Normal",120500
"RM",5,1930,1950,"TA","TA",NA,NA,"WD ","Normal",119000
"RM",5,1967,1967,"Fa","TA","TA","TA","WD ","Normal",126000
"RM",5,1930,1995,"TA","TA","TA","TA","WD ","Normal",99500
"RM",5,1958,1958,"TA","TA","TA","TA","WD ","Normal",165500
"A (agr)",1,1952,1952,"Fa","Po","Fa","Po","WD ","Abnorml",13100
"C (all)",4,1895,1950,"TA","TA","Fa","TA","WD ","Normal",89000
"C (all)",4,1920,1950,"TA","Fa","TA","Fa","WD ","Normal",40000
"C (all)",4,1910,2000,"TA","TA","Po","Fa","WD ","Normal",80900
"C (all)",3,1935,1950,"Fa","TA","TA","TA","ConLD","Normal",81000
"C (all)",4,1920,1950,"TA","TA","Fa","Fa","WD ","Normal",65000
"RM",8,2008,2008,"Ex","TA","TA","TA","New","Partial",392500
"RM",8,2007,2008,"Ex","TA","TA","TA","New","Partial",294464
"RM",7,2004,2005,"Gd","TA","TA","TA","WD ","Normal",250000
"RM",8,2004,2005,"Gd","TA","TA","TA","WD ","Normal",275000
"RL",7,1996,1997,"Gd","TA","TA","TA","WD ","Normal",300000
"RL",8,2002,2002,"Gd","TA","TA","TA","WD ","Normal",271000
"RL",7,1996,1997,"TA","TA","TA","TA","WD ","Normal",213000
"RL",6,1977,1977,"TA","TA","TA","TA","WD ","Normal",171000
"RL",6,1977,1977,"TA","TA","TA","TA","WD ","Normal",171500
"RL",5,1976,1976,"TA","TA","TA","TA","WD ","Abnorml",100000
"RL",4,1991,1991,"TA","TA","TA","TA","WD ","Normal",228500
"RL",5,1965,1965,"TA","TA","TA","TA","WD ","Normal",228950
"RL",7,1986,1986,"Gd","TA","TA","TA","WD ","Normal",241500
"RL",8,1976,1976,"Gd","TA","TA","TA","COD","Abnorml",287000
"RL",8,2006,2007,"Gd","TA","TA","TA","WD ","Normal",294000
"RL",8,2007,2008,"Gd","TA","TA","TA","New","Partial",293077
"RL",8,2007,2007,"Gd","TA","TA","TA","New","Partial",264966
"RL",5,2006,2007,"TA","TA","TA","TA","WD ","Normal",172500
"RL",5,2006,2007,"TA","TA","TA","TA","WD ","Normal",167500
"RL",7,2008,2008,"Gd","TA","TA","TA","New","Partial",218689
"RL",6,1989,1989,"TA","TA","TA","TA","WD ","Normal",150000
"RL",6,1986,1986,"TA","TA","TA","TA","WD ","Normal",184000
"RL",6,1986,1986,"Gd","Gd","TA","TA","WD ","Normal",180000
"RL",6,1988,1989,"Gd","TA","TA","TA","WD ","Abnorml",175000
"RL",8,2003,2003,"Gd","TA","TA","TA","WD ","Normal",232500
"RL",6,1999,2000,"Gd","TA","TA","TA","WD ","Normal",195000
"RL",8,2003,2003,"Gd","TA","TA","TA","WD ","Normal",305000
"RL",8,2007,2007,"Gd","TA","TA","TA","WD ","Normal",298751
"RL",8,2005,2006,"Gd","TA","TA","TA","WD ","Normal",370000
"RM",7,1997,1998,"TA","Gd","TA","TA","WD ","Alloca",209200
"RM",7,1997,1998,"TA","Gd","TA","TA","WD ","Alloca",206300
"RL",5,2007,2008,"TA","TA",NA,NA,"WD ","Abnorml",146000
"RM",6,1997,1997,"TA","TA","TA","TA","WD ","Normal",160500
"RL",4,1964,1964,"TA","TA","TA","TA","ConLD","Normal",173000
"RM",5,1975,1975,"TA","TA","TA","TA","WD ","Normal",124000
"RM",5,1976,1976,"TA","TA","TA","TA","WD ","Normal",115000
"RM",5,1976,1976,"TA","TA","TA","TA","WD ","Normal",129500
"RM",4,1973,2006,"TA","Gd","TA","TA","WD ","Normal",105000
"RM",4,1973,1973,"TA","TA","TA","TA","WD ","Normal",94900
"RL",5,1968,1968,"TA","Gd","TA","TA","WD ","Normal",152500
"RM",6,1970,2007,"TA","Gd",NA,NA,"WD ","Normal",98000
"RM",4,1972,1972,"TA","Gd",NA,NA,"WD ","Normal",81000
"RL",5,1954,1954,"TA","TA","TA","TA","WD ","Normal",113000
"RL",5,1983,1983,"TA","Gd","TA","TA","WD ","Normal",128500
"RL",5,1984,1985,"TA","TA","TA","TA","WD ","Normal",119500
"RL",5,1982,2008,"Gd","Gd","TA","TA","WD ","Normal",130500
"RL",5,1982,2003,"TA","Gd","TA","TA","WD ","Normal",138000
"RL",5,1982,2005,"TA","TA","TA","TA","WD ","Normal",134500
"RL",6,1940,1985,"TA","TA","TA","TA","WD ","Normal",160000
"RL",5,1984,1984,"TA","TA","TA","TA","WD ","Normal",137500
"RL",5,1969,1969,"TA","TA","TA","TA","WD ","Normal",172000
"I (all)",5,1900,1950,"TA","TA","TA","Fa","WD ","Normal",103000
"RL",6,1971,1971,"TA","TA","TA","TA","WD ","Normal",167300
"RL",7,1970,1970,"TA","Gd","TA","TA","WD ","Normal",167000
"RL",7,1973,1973,"TA","Gd","TA","TA","WD ","Normal",244000
"RL",8,1970,1970,"Gd","Gd","TA","TA","WD ","Normal",268000
"RL",7,2003,2003,"Gd","TA","TA","TA","WD ","Family",225000
"RL",6,1995,1996,"TA","TA","TA","TA","WD ","Normal",168000
"RL",6,1997,1997,"TA","TA","TA","TA","WD ","Normal",177000
"RL",6,1997,1997,"TA","TA","TA","TA","WD ","Normal",169000
"RL",6,1997,1997,"TA","TA","TA","TA","WD ","Normal",161500
"RL",8,2000,2000,"Gd","TA","TA","TA","WD ","Normal",251000
"RL",6,1994,1994,"TA","TA","TA","TA","WD ","Normal",160000
"RL",6,1999,2000,"TA","TA","TA","TA","WD ","Abnorml",180000
"RL",7,1996,1996,"Gd","TA","TA","TA","WD ","Normal",178750
"RL",7,1995,1996,"TA","TA","TA","TA","WD ","Normal",176000
"RL",6,1999,2003,"TA","TA","TA","TA","WD ","Normal",204000
"RL",7,1992,1993,"TA","TA","TA","TA","WD ","Normal",160000
"RL",7,1991,1992,"Gd","TA","TA","TA","WD ","Normal",160000
"RL",7,1992,1992,"TA","TA","TA","TA","WD ","Normal",163900
"RL",6,1993,1994,"TA","TA","TA","TA","WD ","Normal",168000
"RL",6,1964,1964,"TA","TA","TA","TA","WD ","Alloca",154204
"RL",8,1986,1986,"Gd","TA","TA","TA","WD ","Normal",170000
"RL",7,1984,1984,"Gd","TA","TA","TA","WD ","Normal",207500
"RL",8,1988,1988,"Gd","TA","TA","TA","WD ","Normal",182000
"RL",8,1990,1990,"Gd","TA","TA","TA","WD ","Normal",212000
"RL",9,2005,2006,"Gd","TA","TA","TA","WD ","Normal",377426
"RL",8,2005,2005,"Gd","TA","TA","TA","WD ","Normal",349265
"RL",9,2006,2007,"Ex","TA","Gd","TA","New","Partial",591587
"RL",5,1969,1990,"TA","TA","TA","TA","WD ","Normal",155000
"RL",9,2006,2006,"Gd","TA","TA","TA","WD ","Normal",319900
"RL",8,2007,2007,"Gd","TA","TA","TA","New","Partial",392000
"RL",8,2006,2006,"Gd","TA","TA","TA","WD ","Normal",441929
"RL",10,2006,2007,"Ex","TA","TA","TA","New","Partial",455000
"RL",6,1981,1981,"Gd","Gd","TA","TA","WD ","Normal",182900
"RL",6,1984,1984,"TA","TA","TA","TA","COD","Abnorml",174000
"RL",6,1984,2003,"TA","TA","TA","TA","WD ","Abnorml",178000
"RL",7,1981,2003,"Gd","TA","TA","TA","WD ","Normal",176000
"RL",7,1978,1985,"TA","TA","TA","TA","WD ","Normal",213000
"RL",7,1979,1979,"TA","TA","TA","TA","WD ","Normal",192000
"RL",7,1977,1977,"TA","TA","TA","TA","WD ","Normal",190000
"RL",6,1976,1976,"TA","TA","TA","TA","WD ","Normal",195000
"RL",6,1978,1978,"TA","TA","TA","TA","WD ","Normal",148000
"RL",6,1984,1984,"TA","TA","TA","TA","WD ","Normal",151500
"RL",7,1979,1979,"TA","TA","TA","TA","WD ","Normal",197000
"RL",6,1979,1999,"TA","TA","TA","TA","WD ","Normal",192350
"RL",5,1969,1969,"TA","TA","TA","TA","WD ","Normal",152000
"RL",6,1971,1971,"TA","TA","TA","TA","WD ","Normal",170000
"RL",5,1971,1971,"TA","TA","TA","TA","WD ","Normal",175000
"RL",6,1968,1968,"Gd","TA","TA","TA","WD ","Normal",175000
"RL",7,1976,1976,"TA","TA","TA","TA","WD ","Normal",197900
"RL",7,1976,1976,"TA","TA","TA","TA","WD ","Normal",174000
"RL",6,1974,1974,"TA","TA","TA","TA","WD ","Normal",178900
"RL",5,1971,2005,"TA","TA","TA","TA","WD ","Normal",139000
"RL",6,1971,1971,"TA","TA","TA","TA","WD ","Normal",143250
"RL",7,1972,2004,"TA","TA","TA","TA","WD ","Normal",184000
"RL",5,1970,1990,"TA","TA","TA","TA","WD ","Normal",155000
"RL",5,1970,2002,"TA","TA","TA","Gd","WD ","Normal",133000
"RL",5,1971,1971,"TA","TA","TA","TA","WD ","Normal",119500
"RL",4,1971,1971,"TA","TA","TA","TA","WD ","Normal",123000
"RL",4,1971,1971,"TA","TA","TA","TA","WD ","Normal",110000
"RL",4,1961,1961,"TA","Gd","Fa","TA","WD ","Normal",128000
"RL",4,1971,1971,"TA","TA","TA","TA","WD ","Normal",120500
"RH",7,1998,1998,"TA","TA","TA","TA","WD ","Normal",133000
"RH",6,2001,2001,"Gd","TA","TA","TA","WD ","Normal",155000
"RH",6,1997,1998,"Gd","TA","TA","TA","WD ","Normal",177000
"RM",6,1973,1973,"TA","TA","TA","TA","WD ","Normal",113500
"RM",6,1973,1973,"TA","TA","TA","TA","WD ","Normal",113000
"RM",6,1973,1973,"TA","TA","TA","TA","WD ","Normal",113700
"RM",5,1970,1970,"TA","TA","TA","TA","WD ","Normal",106000
"RM",5,1971,1971,"TA","TA","TA","TA","WD ","Normal",122500
"RL",6,1976,1976,"TA","TA","TA","TA","WD ","Normal",128000
"RL",6,1976,1976,"TA","TA","TA","TA","WD ","Normal",155000
"RL",7,1978,1978,"TA","TA","TA","TA","WD ","Normal",142500
"RL",5,1966,1966,"TA","TA","TA","TA","WD ","Normal",129250
"RL",9,2006,2007,"Ex","TA","TA","TA","New","Partial",356000
"RL",9,2007,2007,"Ex","TA","TA","TA","New","Partial",314813
"RL",8,2007,2007,"Ex","TA","TA","TA","New","Partial",318000
"RL",8,2006,2007,"Gd","TA","TA","TA","New","Partial",322400
"RL",8,2007,2007,"Gd","TA","TA","TA","New","Partial",318000
"RL",8,2007,2007,"Gd","TA","TA","TA","New","Partial",345474
"RL",9,2006,2007,"Ex","TA","TA","TA","New","Partial",415298
"RL",9,2007,2007,"Ex","TA","TA","TA","New","Partial",492000
"RL",8,2006,2007,"Gd","TA","TA","TA","New","Partial",338931
"RL",10,2005,2006,"Ex","TA","TA","TA","WD ","Normal",450000
"RL",7,2006,2006,"Gd","TA","TA","TA","New","Partial",280000
"RL",9,2007,2007,"Ex","TA","TA","TA","New","Partial",479069
"RL",8,2006,2006,"Gd","TA","TA","TA","New","Partial",395000
"RL",9,2006,2006,"Ex","TA","TA","TA","WD ","Normal",380000
"RL",8,2006,2006,"Gd","TA","TA","TA","WD ","Normal",250000
"RL",8,2006,2007,"Gd","TA","TA","TA","New","Partial",440000
"RL",9,2005,2006,"Gd","TA","TA","TA","WD ","Normal",418000
"RL",10,2007,2007,"Ex","TA","TA","TA","New","Partial",500067
"RL",8,2007,2008,"Gd","TA","TA","TA","New","Partial",260116
"RL",8,2004,2005,"Gd","TA","TA","TA","WD ","Normal",317000
"RL",8,2007,2007,"Ex","TA","TA","TA","New","Partial",319500
"RL",8,2007,2007,"Gd","TA","TA","TA","New","Partial",325624
"RL",9,2006,2006,"Ex","TA","TA","TA","WD ","Normal",372000
"RL",8,2004,2004,"Gd","TA","TA","TA","WD ","Normal",342000
"RL",8,2004,2004,"Gd","TA","TA","TA","WD ","Normal",354000
"RL",8,2003,2003,"Gd","TA","TA","TA","WD ","Normal",350000
"RL",8,2003,2004,"Gd","TA","TA","TA","WD ","Normal",285000
"RL",8,2007,2007,"Gd","TA","TA","TA","New","Partial",281500
"RL",7,2005,2006,"Gd","TA","TA","TA","WD ","Normal",245700
"RL",8,2005,2005,"Gd","TA","TA","TA","WD ","Normal",232698
"RL",8,2006,2007,"Gd","TA","TA","TA","New","Partial",250000
"RL",6,2005,2006,"Gd","TA","TA","TA","WD ","Normal",194700
"RL",6,2005,2006,"Gd","TA","TA","TA","New","Partial",204000
"RL",6,2005,2006,"Gd","TA","TA","TA","WD ","Normal",200000
"RL",6,2005,2006,"Gd","TA","TA","TA","WD ","Normal",207000
"RL",8,2006,2006,"Gd","TA","TA","TA","WD ","Normal",209500
"RL",8,2006,2006,"Gd","TA","TA","TA","CWD","Normal",209500
"RL",8,2006,2006,"Gd","TA","TA","TA","WD ","Normal",202500
"RL",9,2005,2005,"Ex","TA","TA","TA","WD ","Normal",280000
"RL",9,2005,2005,"Ex","TA","TA","TA","WD ","Normal",277500
"RL",9,2007,2007,"Ex","TA","TA","TA","New","Partial",318061
"RL",8,2006,2006,"Gd","TA","TA","TA","New","Partial",221370
"RL",7,2003,2003,"Gd","TA","TA","TA","WD ","Normal",200000
"RL",6,2007,2007,"Gd","TA","TA","TA","New","Partial",181755
"RL",6,2005,2006,"Gd","TA","TA","TA","WD ","Normal",176000
"RL",6,2005,2007,"Gd","TA","TA","TA","New","Partial",178900
"RL",7,2006,2007,"TA","TA","TA","TA","New","Partial",168165
"RL",6,2006,2006,"Gd","TA","TA","TA","New","Partial",171925
"RL",6,2006,2007,"Gd","TA","TA","TA","New","Partial",198444
"RL",6,2005,2005,"TA","TA","TA","TA","WD ","Normal",203000
"RL",7,2007,2007,"Gd","TA","TA","TA","New","Partial",179540
"RL",7,2007,2007,"Gd","TA","TA","TA","New","Partial",176485
"RL",7,2007,2007,"Gd","TA","TA","TA","New","Partial",181134
"RL",6,2006,2007,"TA","TA","TA","TA","New","Partial",156932
"RL",6,2007,2007,"Gd","TA","TA","TA","New","Partial",166000
"RL",7,2007,2007,"Gd","TA","TA","TA","New","Partial",177594
"RL",7,2007,2007,"Gd","TA","TA","TA","New","Partial",173500
"RL",7,2006,2007,"Gd","TA","TA","TA","New","Partial",172500
"RL",7,2006,2007,"Gd","TA","TA","TA","New","Partial",194201
"RL",8,2003,2003,"Gd","TA","TA","TA","WD ","Normal",226500
"RL",7,2007,2007,"Gd","TA","TA","TA","New","Partial",185485
"RL",7,2004,2004,"Gd","TA","TA","TA","WD ","Family",259000
"RL",7,2004,2005,"Gd","TA","TA","TA","WD ","Normal",188500
"RL",7,2004,2004,"Gd","TA","TA","TA","WD ","Family",175000
"RL",7,2004,2005,"Gd","TA","TA","TA","WD ","Normal",215000
"RL",7,2006,2006,"Gd","TA","TA","TA","New","Partial",206580
"RL",7,2004,2004,"Gd","TA","TA","TA","WD ","Normal",183500
"RL",7,2003,2003,"Gd","TA","TA","TA","WD ","Normal",165500
"RL",7,2003,2003,"Gd","TA","TA","TA","WD ","Normal",211000
"RL",6,2000,2000,"TA","TA","TA","TA","WD ","Abnorml",181000
"RL",7,2002,2002,"Gd","TA","TA","TA","WD ","Normal",219500
"RL",6,1999,2000,"TA","TA","TA","TA","WD ","Normal",175000
"RL",7,2000,2000,"TA","TA","TA","TA","WD ","Normal",170000
"RL",7,2003,2003,"Gd","TA","TA","TA","WD ","Normal",162000
"RL",6,2000,2000,"TA","TA","TA","TA","WD ","Normal",187000
"RL",6,1999,2000,"TA","TA","TA","TA","WD ","Normal",185000
"RL",10,1996,1996,"Gd","TA","TA","TA","WD ","Abnorml",745000
"RL",8,1997,1998,"Gd","TA","TA","TA","WD ","Normal",384500
"RL",8,2000,2000,"Gd","TA","TA","TA","WD ","Normal",248000
"RL",10,2001,2002,"Ex","TA","TA","TA","WD ","Normal",466500
"RL",9,1998,1998,"Gd","TA","TA","TA","WD ","Normal",410000
"RL",8,1998,1999,"Gd","TA","TA","TA","WD ","Normal",322500
"RL",7,1998,1998,"Gd","TA","TA","TA","WD ","Normal",252000
"RL",10,1994,1995,"Ex","TA","TA","TA","WD ","Normal",755000
"RL",7,1996,1997,"Gd","TA","TA","TA","WD ","Normal",269790
"RL",7,1996,1997,"Gd","TA","TA","TA","WD ","Normal",315750
"RL",7,1995,1995,"Gd","TA","TA","TA","WD ","Abnorml",290000
"RL",8,1995,1995,"Gd","TA","TA","TA","WD ","Normal",290000
"RL",8,1992,1993,"Gd","TA","TA","TA","WD ","Normal",430000
"RL",8,1992,1993,"Gd","TA","TA","TA","WD ","Normal",263000
"RL",8,1996,1997,"Gd","Gd","TA","TA","WD ","Normal",330000
"RL",7,2007,2007,"Gd","TA","TA","TA","New","Partial",213133
"RL",8,2007,2007,"Gd","TA","TA","TA","New","Partial",260261
"RL",9,2006,2006,"Ex","TA","TA","TA","WD ","Normal",320000
"RL",8,2007,2007,"Gd","TA","TA","TA","WD ","Normal",282922
"RL",8,2006,2006,"Gd","TA","TA","TA","WD ","Family",215000
"RL",10,2007,2007,"Ex","TA","TA","TA","New","Partial",419005
"RL",8,2006,2006,"Gd","TA","TA","TA","WD ","Normal",255000
"RL",8,2006,2007,"Gd","TA","TA","TA","New","Partial",147000
"RL",7,2007,2007,"Gd","TA","TA","TA","New","Partial",235876
"RL",7,2007,2007,"Ex","TA","TA","TA","New","Partial",311872
"RL",7,2007,2007,"Gd","TA","TA","TA","New","Partial",248328
"RL",8,2006,2006,"Gd","TA","TA","TA","WD ","Normal",227000
"RL",8,2005,2005,"Gd","TA","TA","TA","WD ","Normal",260000
"RL",8,2007,2007,"Gd","TA","TA","TA","New","Partial",225000
"RL",7,2005,2006,"Gd","TA","TA","TA","WD ","Normal",249000
"RL",8,2004,2005,"Gd","TA","TA","TA","WD ","Normal",307000
"RL",7,2006,2006,"Gd","TA","TA","TA","WD ","Family",250000
"RL",8,2006,2006,"Gd","TA","TA","TA","WD ","Normal",221300
"FV",8,2007,2007,"Gd","TA","TA","TA","New","Partial",208900
"FV",7,2006,2007,"Gd","TA","TA","TA","New","Partial",210400
"FV",8,2007,2007,"Gd","TA","TA","TA","New","Partial",255000
"FV",5,2007,2007,"Gd","TA","TA","TA","New","Partial",212109
"FV",8,2006,2006,"Gd","TA","TA","TA","WD ","Normal",270000
"FV",8,2007,2007,"Gd","TA","TA","TA","New","Partial",303477
"FV",8,2007,2007,"Gd","TA","TA","TA","New","Partial",310013
"FV",8,2006,2006,"Gd","TA","TA","TA","WD ","Normal",249700
"FV",7,2007,2007,"Gd","TA","TA","TA","New","Partial",227875
"FV",8,2007,2007,"Ex","TA","TA","TA","New","Partial",261329
"FV",8,2006,2006,"Gd","TA","TA","TA","WD ","Normal",253000
"FV",6,2004,2004,"Gd","TA","TA","TA","WD ","Normal",265000
"FV",8,2004,2005,"Gd","TA","TA","TA","WD ","Normal",340000
"RL",6,2006,2007,"TA","TA",NA,NA,"New","Partial",146000
"RL",7,2006,2006,"Gd","TA",NA,NA,"WD ","Normal",147000
"RL",5,2003,2004,"Gd","TA","TA","TA","WD ","Normal",149000
"RL",7,2006,2006,"Gd","TA","TA","TA","WD ","Normal",181000
"RL",6,1994,1994,"Gd","Gd","TA","TA","WD ","Normal",201000
"RL",6,1993,1997,"Gd","TA","TA","TA","WD ","Normal",191750
"RL",7,2000,2001,"TA","TA","TA","TA","WD ","Normal",179000
"RL",7,1998,1998,"Gd","TA","TA","TA","WD ","Normal",215000
"RL",6,1992,1992,"Gd","TA","TA","TA","WD ","Normal",179200
"RL",6,1980,1980,"TA","TA","TA","TA","WD ","Normal",128000
"RL",5,1983,1983,"TA","TA","TA","Gd","WD ","Normal",144000
"RH",5,1977,1977,"TA","TA","TA","TA","WD ","Normal",144000
"RL",5,1977,1977,"TA","TA","TA","TA","WD ","Normal",120750
"RL",5,1963,1963,"TA","TA","TA","TA","WD ","Normal",132500
"RL",5,1962,1962,"TA","TA","TA","TA","WD ","Normal",132000
"RL",5,1962,2001,"TA","Gd","TA","TA","WD ","Normal",132500
"RL",4,1961,1961,"TA","TA","TA","TA","WD ","Normal",129000
"RL",5,1962,1962,"TA","Gd","TA","TA","WD ","Normal",143900
"RL",5,1968,1968,"TA","TA","TA","TA","WD ","Normal",145000
"RL",5,1961,1961,"TA","TA","TA","TA","WD ","Normal",128500
"RL",5,1967,1967,"TA","TA","TA","TA","WD ","Normal",125500
"RL",7,1990,1990,"Gd","TA","TA","TA","WD ","Normal",300000
"RL",7,1974,2003,"Gd","TA","TA","TA","WD ","Normal",294000
"RL",5,1974,1974,"TA","TA","TA","TA","WD ","Normal",129000
"RL",5,1975,1981,"TA","TA","TA","TA","WD ","Normal",171000
"RL",6,1973,2006,"TA","TA","TA","TA","WD ","Abnorml",147000
"RL",8,1990,1990,"Gd","TA","Gd","Gd","WD ","Normal",302000
"RL",8,1992,2000,"Gd","TA","TA","TA","WD ","Normal",285000
"FV",8,2004,2004,"Gd","TA","TA","TA","WD ","Normal",214000
"FV",8,2006,2007,"Gd","TA","TA","TA","New","Partial",166000
"FV",8,2006,2007,"Gd","TA","TA","TA","New","Partial",193800
"FV",7,2006,2007,"Gd","TA","TA","TA","New","Partial",208900
"FV",7,2006,2007,"Gd","TA","TA","TA","New","Partial",194000
"FV",8,2006,2007,"Gd","TA","TA","TA","New","Partial",207500
"FV",7,2006,2007,"Gd","TA","TA","TA","New","Partial",199900
"FV",7,2006,2007,"Gd","TA","TA","TA","New","Partial",164700
"FV",6,1999,1999,"TA","TA","TA","TA","WD ","Normal",176500
"FV",6,1999,1999,"TA","TA","TA","TA","WD ","Normal",176000
"FV",6,2000,2000,"Gd","TA","TA","TA","WD ","Normal",168500
"FV",6,2000,2000,"Gd","TA","TA","TA","WD ","Normal",177000
"FV",6,2000,2000,"Gd","TA","TA","TA","WD ","Normal",177000
"FV",7,2004,2004,"Gd","TA","TA","TA","WD ","Normal",148800
"FV",8,1999,2000,"Gd","TA","TA","TA","WD ","Normal",174000
"FV",7,1997,1998,"Gd","TA","TA","TA","WD ","Normal",239000
"FV",7,1999,2000,"Gd","TA","TA","TA","COD","Normal",204000
"FV",8,2003,2004,"Gd","TA","TA","TA","WD ","Normal",301000
"FV",8,1998,1998,"Gd","Gd","Gd","TA","WD ","Normal",312500
"RL",8,1994,1995,"Gd","TA","TA","TA","WD ","Normal",279700
"RL",7,1980,1980,"Gd","TA","Gd","TA","WD ","Normal",255000
"RL",5,1978,1978,"TA","TA","TA","TA","WD ","Normal",194000
"RL",5,1976,2004,"Gd","Gd","TA","TA","WD ","Normal",218000
"RL",8,1978,1998,"Gd","TA","TA","TA","WD ","Normal",213750
"RL",6,1976,1994,"Gd","Gd","TA","TA","WD ","Normal",187000
"RL",6,1976,1976,"TA","TA","TA","TA","WD ","Normal",181500
"RL",8,1981,1981,"Gd","TA","TA","TA","WD ","Normal",373000
"RL",5,1977,1977,"TA","TA","TA","TA","WD ","Normal",190000
"FV",7,2001,2001,"Gd","TA","TA","TA","WD ","Normal",226000
"RL",6,1968,1968,"TA","TA","TA","TA","CWD","Normal",143450
"RL",6,1970,1970,"TA","TA","TA","TA","WD ","Normal",240050
"RL",6,1969,1969,"TA","TA","TA","TA","WD ","Normal",162500
"RL",6,1968,1968,"TA","TA","TA","TA","WD ","Normal",164000
"RL",7,1972,1987,"TA","TA","TA","TA","WD ","Normal",185000
"RL",7,1993,1993,"TA","TA","TA","TA","WD ","Normal",188500
"RL",7,1993,1993,"Gd","TA","TA","TA","WD ","Normal",255000
"RL",5,1976,1976,"TA","TA","TA","TA","WD ","Normal",136905
"RL",6,1966,1966,"TA","TA","TA","TA","WD ","Normal",158500
"RL",7,1973,1973,"TA","TA","TA","TA","WD ","Normal",175500
"RL",6,1963,1963,"TA","TA","TA","TA","COD","Normal",127000
"RL",5,1967,1993,"TA","TA","TA","TA","WD ","Normal",127000
"RL",5,1967,1967,"TA","TA","TA","TA","WD ","Normal",143000
"RL",5,1965,1965,"TA","TA","TA","TA","WD ","Normal",156000
"RL",5,1958,1983,"TA","TA","TA","TA","WD ","Normal",144000
"RL",5,1964,1964,"TA","TA","TA","TA","WD ","Normal",119000
"RL",4,1964,1964,"TA","TA","TA","TA","WD ","Normal",103000
"RL",5,1960,1978,"TA","TA","TA","TA","WD ","Normal",139900
"RL",6,1960,1998,"TA","Gd","TA","TA","WD ","Normal",151500
"RL",5,1960,1960,"TA","TA","TA","TA","COD","Normal",126500
"RL",6,1958,1958,"TA","Gd","TA","TA","WD ","Normal",145000
"RL",5,1958,1985,"TA","TA","TA","TA","WD ","Normal",120000
"RL",5,1956,1956,"TA","TA","TA","TA","WD ","Normal",124000
"RL",5,1959,1959,"TA","TA","TA","TA","WD ","Normal",106500
"RL",5,1961,1961,"TA","TA","TA","TA","CWD","Normal",140500
"RL",5,1961,1961,"TA","Gd","TA","TA","WD ","Normal",137500
"RL",5,1960,1960,"TA","TA","TA","TA","WD ","Normal",117600
"RL",7,1966,1966,"TA","TA","TA","TA","CWD","Normal",163500
"RL",6,1965,1965,"TA","TA","TA","TA","WD ","Normal",161000
"RL",6,1964,1991,"TA","TA","TA","TA","CWD","Normal",158000
